read_hr,write_hr,overall_hr,workload,cur_mean_read_size,cur_mean_write_size,cur_mean_read_iat,cur_mean_write_iat,misalignment_per_read,misalignment_per_write,write_ratio,mean,max,wmean,bits,rate
3.7584895159766223,1.3869910230015494,0.4032333477837804,w98,6.2448297814331175,27.05864640381114,-15.951675852319195,-10.837944681935001,3.0842144688697504,11.836198789943397,-1.9351194740253732,10.992661350333853,27.05864640381114,16.848096306881313,4,10
0.3582729690195391,0.1533272517091244,0.21577427232421295,w101,10.873307101814117,37.15201742555711,0.14106996203154476,-13.531760935365426,5.50758862898888,18.75557959452965,-2.6292599515761768,12.655797657123271,37.15201742555711,23.37322865535792,1,80
0.8913618835784314,4.380004131736971,2.909270819231904,w101,1.3675735544547973,25.031190130542665,-29.398713478801277,-1.113840584865248,3.684732319894246,13.398068904981352,-2.7279918729387687,10.960301549496908,29.398713478801277,22.085982195364295,4,1
1.0863474705112228,0.3968642124088394,0.6024870144754759,w101,26.863867900957946,63.763358416458075,0.15964789841926955,-23.90754730024874,13.511445940835976,32.228233770968785,-4.562294899914868,23.570913732543378,63.763358416458075,40.00731224189872,1,40
0.8748713627835044,0.3090533737663714,0.3196370990456944,w101,22.812400953999397,59.17320969809879,-20.795241921434847,-17.581046697680897,11.747063234191458,29.945071976788885,-4.371716697459177,23.77510731137906,59.17320969809879,34.95386001739998,2,1
1.8091495143234568,0.4521310837865063,0.8400513646565793,w101,35.69054770614663,72.39156086252258,1.5792998085784717,-29.884692248510596,18.045702029368094,36.53696780884266,-5.236655179597482,28.480775091938074,72.39156086252258,45.634603918151065,1,10
1.3905870731567267,0.42891333603892334,0.7259926057030178,w101,36.550204064403474,73.60054009858204,4.878939481952063,-25.410423384669166,18.80309344446225,37.167594610643775,-5.2975860569528725,28.815483020237952,73.60054009858204,45.53852133100569,1,5
3.4731335890531656,2.2661794217995963,2.617158150427581,w101,54.18960337848427,85.3318872477468,-32.514523322680496,-27.727958145619052,27.390236857307915,42.690364213059176,-6.328565443360936,39.45330551546552,85.3318872477468,53.07113165161972,0,1
2.2406241693761944,0.7844845260140403,1.2121651409809915,w101,32.904765782331076,70.02248177092005,3.6325318306698713,-27.188269919824165,16.59372681426682,35.58731087985368,-5.052968502714041,27.2831507857971,70.02248177092005,43.48895401428445,1,20
2.0226688023231283,1.2033410250234164,1.445015472446311,w101,19.68146779644633,54.429545562512196,0.3781783051710951,-17.16887861389662,9.986030834689663,26.817653141233645,-3.9788875248233455,18.92009168268184,54.429545562512196,33.82336293496746,2,20
8.598392277515536,2.7369639381740116,4.44303371365597,w101,22.56967411834671,59.75599462076963,-0.11669612013798489,-11.947532585434686,11.386113886113892,28.248861346904864,-4.552889507633594,19.796823169334484,59.75599462076963,37.31693104241976,2,5
0.5893311112198252,0.10386500533057384,0.2366963309184171,w101,41.70674417374502,77.90907163609549,3.174937455639571,-28.832927966687485,20.956382403905273,38.87608580188834,-5.713070955463494,31.024174341917814,77.90907163609549,48.965747019601615,0,40
4.1858008072430355,1.757039505466469,2.4820601443679617,w101,21.593601790353066,57.64360652777094,-2.034384918186533,-16.817063398369864,10.944765213836805,27.897407884958614,-4.36032459415192,20.18445061823254,57.64360652777094,35.338992463909285,2,10
0.26217408244561885,0.1367474756642233,0.04425828742784595,w101,48.81940862532345,82.41079340540051,3.520681732293949,-31.348062485289827,24.492076391710683,41.20904696112204,-6.046632421884705,33.9781002890036,82.41079340540051,52.57411082173367,0,20
0.916078335477136,0.5695342987804363,0.6681561469812827,w101,53.10621853952671,84.80966523350428,-6.168875036731176,-30.432004857012547,26.764844764490615,42.44249887749844,-6.230810181822833,35.70784535579809,84.80966523350428,54.14439316117236,0,5
4.308501265512506,1.6540825843750218,0.3333416335796177,w101,36.03357415708906,74.01334123571226,10.002019611025192,-25.91127828472466,19.522109855244896,37.70888939331084,-5.389460585606739,29.797239017530526,74.01334123571226,44.9703567617635,1,1
0.2734278800151697,0.25426727897038753,0.10908974708844923,w101,15.83789492376562,46.80792919200103,-1.9662197380089745,-15.775900961200838,7.824445589112406,23.582100190625997,-3.3726505246461165,16.45244873133728,46.80792919200103,28.85613343783692,2,40
0.08874242524371946,0.2717732854597979,0.21504315721717424,w101,1.3487773568568893,6.794077826430034,2.2368831468648263,-2.636290651948668,0.7513260432130631,3.386180023351859,-0.44944150070624006,2.514710935624511,6.794077826430034,4.0995948564806035,4,80
0.7597526738410985,0.3019923185926181,0.10493109584853064,w101,51.76360097848264,84.02090843314029,2.789728790950078,-30.544672252991212,26.07735984047006,42.212814025512515,-6.158312261729647,34.79534236903949,84.02090843314029,54.11076518842746,0,10
0.6773466401362044,0.756002849518952,0.35509287111332516,w101,4.626699614905894,18.429722680654987,4.39675289497184,-6.764301160662344,2.1296064271666304,8.880383044994621,-1.1974425476943158,6.6321297672929465,18.429722680654987,11.006559770791478,4,40
0.16550886441335663,0.04240310162002481,0.07981228459142,w101,6.118544393231439,22.935568176145953,-1.0459995967007036,-7.863251929864045,2.9458769380027117,11.390870969676515,-1.6060648611985373,7.700882409259987,22.935568176145953,14.236054947244265,2,80
1.996534871683704,0.5103733388209534,0.4396910486663658,w101,6.7804171085788685,26.794733310662913,-1.1934655158561325,-8.61495172532845,3.372594256572159,12.744255524010494,-1.9911248858989568,8.78450604670114,26.794733310662913,16.54420304351263,4,5
2.2351682467528478,0.2825045407960842,0.6512898002275422,w101,6.686323309638748,23.762119011639232,8.322224917322709,-5.996534243475655,2.7785421635173946,10.981921469564504,-1.7979321043708545,8.61794245993273,23.762119011639232,14.025862393421093,4,20
7.274990035083041,0.933688842230576,1.963908404717144,w101,7.9756995092719505,29.08892067175248,7.183726318464633,-5.008488384018578,3.16067131486395,11.491454549025859,-2.3116888229517816,9.460092795764178,29.08892067175248,17.122381788836194,4,10
0.9877993890743182,0.17522242636459437,0.4073677595710606,w101,19.340962049849963,53.82483536846027,0.5607288485832099,-20.565020228387667,9.697860151860194,27.06472555924876,-3.8625541551436764,19.273812337361964,53.82483536846027,33.61991386936669,0,80
14.47670655773357,74.4228470293438,29.101439268782325,w92,69.91043231083493,15.4148920540935,36.473214832523006,-153.85468812296574,35.20518493812759,19.02019513009514,84.55737372981213,59.20514015977886,153.85468812296574,93.80886793911738,2,1
3.5448180949986097,15.032529609681834,6.349994555964735,w92,25.973590735392808,16.401112013769445,13.662809208229952,8.046504711620814,13.074948343564033,2.228502065289302,1.941612501079662,11.618439939849432,25.973590735392808,16.903336990606032,4,40
2.809478005433293,16.05448004643344,6.050607250645239,w92,32.09925844485533,6.393819695935149,15.89164126046902,5.103966381802288,16.052222458315697,1.3811098619026518,14.714465193284717,13.09092618522355,32.09925844485533,19.92585036364538,2,80
14.143617644124472,69.76786543296157,27.748385211950602,w92,81.76571314715765,55.98209618502374,40.728480356637576,49.39980192036834,40.981586295408036,23.462079629758403,29.199492209239143,45.93132139194184,81.76571314715765,52.87816028540131,1,5
12.625706951373594,68.31877243567592,26.21002154541718,w92,90.35549393509181,62.14828990869678,45.41864133142708,-178.48598985891743,45.15076577327573,34.371207379001,87.78261776522332,77.67328656451902,178.48598985891743,104.60001082357446,0,1
9.272766010304062,17.41745709015837,11.24415013439703,w92,31.79531513016031,-6.848728011302835,18.981049212449634,-45.6842132685566,16.082039688997828,8.908584902760332,37.479032852563556,23.682709009541583,45.6842132685566,31.655690220168733,4,20
8.86528425861134,17.15542597452152,10.86853310888764,w92,34.62183741527512,26.303601800004362,20.696398846991716,-48.38303046605958,17.32620850664785,12.610574144920898,21.265805395485383,25.88677951076927,48.38303046605958,30.745248136395855,4,10
2.0725460430225495,6.851151403295253,3.2381070818998925,w92,65.41723768378502,26.559399381758347,33.251701694324645,-0.7163011727737518,32.69387348728722,11.968382644256863,45.98484800970506,30.941677724841554,65.41723768378502,43.48154297432461,0,80
17.399974737383673,103.6067178770797,38.49769596142166,w92,65.34899427785835,18.05184404180934,33.358980006852555,40.595951871729326,32.7485771388482,14.156593269194905,7.0697190185308525,30.190094232117644,65.34899427785835,41.07341718388607,2,20
7.825447614133612,35.678940497666304,14.63070744230792,w92,85.01477442281175,43.116070797716326,43.13019878841856,-2.9509421312656725,42.49787655833992,16.827232894979034,62.06307838494906,42.22859628264005,85.01477442281175,57.159913975226516,0,40
3.3161345892645575,84.72832156179594,23.268955914835864,w92,67.95518036641846,-34.431484262824206,34.39119562118149,20.084918544282516,34.110244884797666,3.723472981349573,46.131105791821554,34.40394320752506,67.95518036641846,44.40954361608119,2,10
7.9168748316279975,7.560408242922145,7.7963843528132895,w92,88.33580266378738,49.94514297966807,44.73866881376981,-15.952909232092559,44.14316410869703,28.390258034526056,73.53597768504635,49.29170335965532,88.33580266378738,60.03890956614343,0,20
18.748729439102227,72.35525850234936,31.82959863223497,w92,34.89638739641407,-9.801190376324843,32.6982566745759,-212.01049841418134,18.959426493121814,5.964497015638652,75.19101332854656,55.6458956712576,212.01049841418134,137.04045537165936,4,1
10.115614916745988,60.97554762084921,22.56142050627499,w92,58.62104160478516,16.58286442700892,29.23165895677872,11.354386563602066,29.317401206458182,9.875654105083848,16.540400321593182,24.50334388361572,58.62104160478516,34.54603303755602,2,40
0.43900748531458,0.6486367729259448,0.49078769185502374,w92,10.716019890312667,0.38047585596945355,5.305232816443343,-8.283721251537868,5.255418659026186,0.7836149553371956,8.566082099854825,5.612937932640221,10.716019890312667,7.975314510822517,4,80
13.007014031451309,32.73582207867621,17.796156525810087,w92,89.49901137722067,55.57000235697369,45.22520217571718,-33.293113148880394,44.71322648979712,38.61987045032221,77.06813934215386,54.855509334437876,89.49901137722067,61.67400738036805,0,10
4.74536202018303,10.932911831975218,6.247872269525006,w92,73.91520453461217,27.87006994402083,37.60028004174448,-12.522190658286032,36.95408483480006,15.61830887811845,62.67271470858356,38.16469337145223,73.91520453461217,49.96461585729206,1,40
4.58667926969121,16.299109761687358,7.445297347165271,w92,80.94729344257688,52.80125285555321,41.46242656692768,18.19911605949713,40.5525379834545,28.19428284296661,47.69579153566842,44.264671612377775,80.94729344257688,51.97660580729774,1,10
3.3862696691909093,20.285528136303608,7.522946441468288,w92,79.07307873207917,47.8385171561688,39.94205666160913,-9.834095527598818,39.57739108369879,25.84275655498372,62.66366917466113,43.538794984399935,79.07307873207917,53.791455973700835,1,20
12.74910464914425,70.35967367475281,26.840028520020475,w92,35.249163778377515,-14.43057016765184,25.71986844502111,-160.63233764677526,18.14982685535984,4.013313173151027,74.67509947267901,47.552882791287935,160.63233764677526,101.6519348736946,4,5
1.7585357670223998,29.01730848407399,8.410548047230339,w92,69.17693749672236,41.797257035902746,35.424745985478,30.008098797012828,34.66111192627511,41.36242626716791,47.23550928001586,42.809440969796405,69.17693749672236,46.15568772075063,2,5
1.9609182060334516,6.611499828468419,3.095743596644314,w92,48.61343901117179,21.26784422050103,24.7457568112526,-3.0340481821865954,24.282537069647596,7.066980861846189,36.10952574112886,23.58859027110495,48.61343901117179,32.58613708252179,1,80
13.853586899614463,61.69478469787648,25.53290697091989,w92,89.99645925239149,56.576876135498985,45.52779075077988,-114.66660224035206,44.96611179309734,38.73073775438206,85.84623104750848,68.04440128200147,114.66660224035206,78.5476855199911,0,5
12.916492907956787,77.84665211178663,28.769499225900763,w92,82.4476994103344,33.85950102801223,42.55249392239096,-212.20045723078294,41.12006872397339,31.13897954567954,89.13955394684953,76.06553625828899,212.20045723078294,122.80799863856015,1,1
3.8359065174801525,6.877664501778303,2.025174618247526,w106,67.755808783724,46.45920423186439,40.70647559869399,0.33641149965787576,30.659781525861657,30.17046498256102,18.865368121414825,33.564787820539685,67.755808783724,45.169015226548694,1,1
0.9974802375899685,3.730628565143709,1.6137250906947675,w106,77.91022441635911,67.06649318381874,5.094055750493783,-24.89378510707189,39.35288587194537,31.155193131083365,13.260381800229224,36.96185989442878,77.91022441635911,53.756961396842534,0,5
5.130145989574225,2.078278434176648,1.3665212149600412,w106,47.301579068753554,27.84116194214096,9.724089144781795,-6.891500873551094,23.673049835714046,15.978217187416881,5.259556131699881,19.524164883436885,47.301579068753554,29.253126224828836,2,5
0.675645002721728,0.11369869560023857,0.3692280472164828,w106,26.964002367687304,16.779296444726093,5.502155478284995,-1.95710705341763,13.413488826047109,7.300011494732099,3.410645610919356,10.760958182259229,26.964002367687304,17.092882407151176,1,80
5.573856200702082,4.2205245076791265,4.8303378600969324,w106,20.599073834995973,-2.830133628053667,16.767527233252935,-38.779140297545574,9.328555157923416,5.391217885241206,9.911893737873026,14.801077396412257,38.779140297545574,23.46968143807202,4,5
2.3605484418335356,0.4215742095642375,0.9894823911778724,w106,53.59064149299576,34.38312268578957,8.70560109761926,-7.916315059805498,26.028322444232266,20.615529087480642,8.599224592858224,22.83410806582589,53.59064149299576,33.59030004457838,1,40
0.40926713265076226,1.3245139494640876,0.5680656640693083,w106,62.13034500796463,44.587053416281,-0.9627691842847625,-12.197040472944103,29.15355338327082,22.177936014976027,9.073926792064103,25.75466061025506,62.13034500796463,41.168728945004304,1,20
3.6353528713912278,2.9928061643537847,0.05952653994617135,w106,65.17151203893492,48.62543658968797,-2.5486374148868927,-13.612501648823198,29.432327184774618,20.44720693193062,10.704603213829943,27.22031786040974,65.17151203893492,43.048166896342806,1,10
3.0962047991745636,0.8559856528491362,1.8735318916210317,w106,46.60993238109513,27.006658324903572,9.83483573978082,-12.829767691743145,23.43180015478899,16.141651115303436,8.271244279366881,20.589412812425994,46.60993238109513,28.039292409079444,2,10
0.945820459449285,0.582177437633697,0.7467895362649843,w106,69.2008193078698,54.610799378037896,11.447523413132691,6.139088999194169,35.37395946060489,24.56541258799938,6.684791367391099,29.717484930604275,69.2008193078698,47.29918607928838,0,40
7.07626299938488,2.7846796620363747,3.0073847167891756,w106,5.534959606556095,-2.79340802165741,-7.594726036206283,-108.36931343551065,11.858379956347285,5.9379274374978985,3.03873286179834,20.73249247936771,108.36931343551065,82.8591774900825,4,1
2.429454443458074,0.30335536681634045,1.2706833671016649,w106,43.809956339269924,34.816334401367655,9.769386837022703,25.840362786228084,21.57477457663607,19.18059946611147,-1.402908512191012,22.342046131260986,43.809956339269924,30.24399506082137,2,20
0.7945816864674804,3.372440621758797,1.515534835014489,w106,76.90057335368395,62.50329563572316,12.824846073701634,-16.639326807451777,38.938174099044595,33.0753408207214,13.706004658847602,36.3696516355963,76.90057335368395,51.29754997775585,0,10
0.06488119132521857,0.12420777045525203,0.04605401425332591,w106,36.994270199442994,25.930983994115408,3.1492832158860073,12.95772391978277,18.43496302763307,15.343153463615115,2.13308328675483,16.420494443890025,36.994270199442994,24.34782100552281,2,40
0.07541578217916749,0.49417827130779846,0.30270840125139886,w106,4.235095245032349,2.1396474660748437,0.48405132977175813,5.366326749088548,2.1758384030474205,0.9982575410388195,0.07971094567079304,2.21127538281779,5.366326749088548,3.7007108874682175,4,80
2.4413466488026554,0.33590387647616055,1.0827090147734206,w106,74.79322516087916,60.02343663326316,11.415532310604934,-10.883113020616701,37.88819544416549,33.156651319638605,10.981546708924636,34.163100085441805,74.79322516087916,50.60208746860225,0,20
2.1577716922174925,0.17766237171373384,1.0426028546293382,w106,9.696026846402859,11.311405247537976,10.09506008370846,14.689507992966066,6.719624881856319,2.546198589402249,-0.9947037136671876,8.007503907934446,14.689507992966066,10.566492853747516,4,40
0.8934981106317745,0.5048979416477356,0.1338567876521827,w106,17.531645115060197,12.164114263348011,2.8112086853940945,7.085162892319782,8.182103634082662,4.1767336843949225,1.004665551830922,7.565090546632942,17.531645115060197,11.30810675817319,2,80
0.41672373473900964,5.887134721629267,3.3110725313122478,w106,79.01759659888623,63.6463990748527,29.539173194167972,-7.485165991637649,39.291389259980285,37.38331736396276,19.428094859506576,39.39873376328488,79.01759659888623,52.72835051985018,0,1
1.6734945790945288,3.5636017798717505,1.2113086096010464,w106,65.38597101960994,52.07889702885874,7.268915850250503,-4.846491028252152,32.003139554305434,25.46212485300311,10.986003058747038,28.290220341860984,65.38597101960994,44.72557873550976,1,5
0.8252770499468043,0.32241274405136,0.20591704082992315,w106,42.79781346541171,29.90071748826271,6.589504575988433,3.130893930036207,21.389810104586314,13.544736402258684,3.73431734472029,17.298256187323478,42.79781346541171,28.358422461397346,0,80
2.7522740906000176,3.131666518829508,2.953529717187657,w106,15.504102156121002,9.775760882437053,18.9534471487298,-5.3062743264109065,8.79460482856145,4.288773771543042,4.973443120234629,9.656629462005412,18.9534471487298,12.483003588202441,4,10
2.693087197410688,3.2959221991120824,3.0155424759857947,w106,13.05970828798561,-3.2934002342876645,13.367396774977347,-17.53281291672513,7.905104574012181,5.342383516051232,8.508705137521629,9.858501634508684,17.53281291672513,12.040645944329304,4,20
9.282165866227526,1.7377602187737649,5.16467798458504,w106,47.57481593181879,17.471180134416166,24.369254988228526,-5.195900122300377,23.3554388791729,21.591219038435916,16.038340480084177,22.22802136777955,47.57481593181879,28.65333657259974,2,1
2.0675536330557684,2.5214257630656207,0.21698489930553194,w95,76.2805530049288,51.41041780074295,61.09258184687192,27.4805214936382,7.034195725003029,6.5589930056282,23.712704181123446,36.224281008276655,76.2805530049288,53.65000137686834,0,40
5.779000849935327,13.9431965367222,5.80528527454387,w95,23.121437126831214,7.110759479476363,34.54266584069278,46.22465729313156,2.846126192028418,1.7727455411361408,0.9816413759007818,16.657147549885323,46.22465729313156,33.68168125954933,4,5
4.698816026434718,7.0509682447425925,1.0730502904814572,w95,54.07991352661254,13.210444032416603,25.443529895354878,12.360051711928103,5.170878276080953,2.075016576085502,18.169533431162368,18.64419534994871,54.07991352661254,32.64495625667657,2,10
2.8980210585923207,4.704191399951355,0.968238543880655,w95,52.48965538220563,13.40154804149419,2.091625915668579,-5.324935559616676,5.05162256412455,3.1310402877166066,18.3681794110607,14.265515308840987,52.48965538220563,33.44937069883148,2,20
0.7607843805754948,1.052293395700905,0.23156957365543257,w95,45.93577462926486,18.228708798890683,-3.3757884897659647,5.751902492332676,4.356990040952439,2.4328963710310454,13.540513437547562,13.374653465683606,45.93577462926486,28.786961028409888,2,40
0.28468489599212715,0.20739137773040492,0.047269030299668224,w95,5.040118028321733,1.8462269444613328,-1.3692151602550213,1.7595198315976246,0.46517335892273814,0.32305001717996057,0.9518321865734891,1.6793050753302716,5.040118028321733,2.978165233419525,4,80
5.076279394016978,5.801154034021289,0.3763202998246042,w95,82.86813371355323,62.487269402318034,75.13172574808954,44.23393058729409,7.730194656506282,8.324767020535866,24.290059216490295,43.580868620683916,82.86813371355323,62.58404035659749,0,10
4.6704347709843805,6.222822422127627,0.7248109060775669,w95,81.21541790612902,59.30254285554818,58.19383162872552,32.12834639131614,7.543807656723102,7.6716793023837715,23.688945176522157,38.53493870247827,81.21541790612902,56.380812949857976,0,20
11.776651498129555,15.41192767099065,1.7183613809863443,w95,83.73396750318952,63.95110027469991,76.99981987790284,48.92698416806984,7.820196062318131,9.11760117882466,19.376699512602737,44.2751955110868,83.73396750318952,64.34975273134538,0,5
3.7648607862472425,7.025971806298206,1.644821593510772,w95,15.47408535785134,5.8641914217323245,4.62279568777431,6.818005329859188,1.2884004953475725,1.8971731226079533,0.3838355407703414,5.1926409937061475,15.47408535785134,9.549175105371107,4,40
14.059980418514982,26.448932325283486,5.992798230282038,w95,72.40656408763472,54.47077198939937,83.90773153806201,-41.48453925037374,6.649270991195139,2.823933995887349,31.910168108826134,41.95042570876835,83.90773153806201,61.43883222915381,1,1
1.2095843962400168,1.597743272310561,0.17661018170449866,w95,22.32734577891372,10.761969656880973,12.089540497144657,5.142059804507727,2.1367114895394246,1.2928480608527486,3.6984671939681584,8.206991783115344,22.32734577891372,14.044536691521929,2,80
4.837964239932733,1.9782661881698336,1.3650771545772933,w95,20.700869920958507,11.821043791059392,51.25577972398554,8.081772236621479,2.0534754657268803,1.5474781360680712,5.528330287546651,14.426964223138071,51.25577972398554,32.656181896850875,4,10
0.8209015404661799,0.8219081350374753,0.010770425932053351,w95,51.31525619908899,26.53290942397739,34.373761379781016,13.137843973686627,4.822497225835742,3.152958828491514,14.56991083942709,21.12930541004119,51.31525619908899,33.37875356308456,0,80
1.499254893489956,3.8096524967151737,2.3435371070143654,w95,55.85520000291044,17.56027175766286,-6.937533259857612,10.348208058951103,5.839498416095049,2.55965880453714,20.639001287002863,17.10562451243101,55.85520000291044,33.823471801503295,2,5
5.666774184061825,11.083440591270705,2.8336693852762127,w95,24.4716999003306,-4.726726755260894,-17.182192524722467,3.865040377675763,1.9309515158339863,0.7091422294283116,5.831502402837798,8.388179386584259,24.4716999003306,16.51320696073051,4,20
2.9056789413870576,2.5914287698533713,0.13810220145904195,w95,72.43021133130168,47.325010114797124,69.96542094642096,21.46596119682078,6.721702365760632,5.3307666033682315,24.28193319530283,35.36014367911032,72.43021133130168,54.560825284400174,1,5
2.845529498990954,0.7099803088510054,1.2867691705419726,w95,84.26584245014787,64.38044066002207,45.865998164966236,31.45720249923589,7.8335593790605405,9.101968275895814,28.246815718878945,38.735975306886765,84.26584245014787,56.35555532916644,0,1
0.1841685700230875,0.17520540154459852,0.012569526786658153,w95,35.75768347560007,17.596810920390553,20.37029990619425,8.977217239519522,3.315918596031521,2.0088739596927474,8.431960121733203,13.779823459880266,35.75768347560007,22.49591407815151,1,80
18.56229480518087,27.684271469229262,4.1761352592199374,w95,55.730361547705996,41.16916608630514,85.35995835376796,-104.12886191890668,5.184345837787665,-5.360880086172373,26.533305222716987,46.2095541504804,104.12886191890668,73.23639638654136,2,1
2.506209232396062,4.137937313385073,0.7645773578925097,w95,61.2411627877999,34.834238869441144,50.40970648108779,20.167883576228434,5.637546091264242,4.32822960021785,15.759849740796502,27.482659592405124,61.2411627877999,42.67976730312868,1,40
35.38171082537566,48.63697503170813,6.251620144294455,w95,32.38665180146176,-84.32178291738532,79.51863456834333,35.69960498500117,3.3579656072630666,3.301597639414084,8.393089040479683,35.28276093704978,84.32178291738532,64.17279524324736,4,1
0.6436018329319402,1.2368323342481775,0.4391716243719486,w95,68.02864317410064,42.021252331467956,41.55787330566971,16.93858022165129,6.244142461968487,4.851766374541735,20.10928663879262,28.535934929741778,68.02864317410064,44.428025106084036,1,20
1.7556603340935302,1.8868664413599165,0.10986659065901654,w95,70.95455916607305,42.517885323365036,68.76995616937734,29.559254555947106,6.528679125895241,4.853764119554798,22.770829914538265,35.13641833925012,70.95455916607305,52.977469891006194,1,10
