block_read_count,block_write_count,block_read_byte_sum,block_write_byte_sum,block_read_iat_sum,block_write_iat_sum,misaligned_read_count,misaligned_write_count,misaligned_read_byte,misaligned_write_byte,misaligned_read_cache_req_count,misaligned_write_cache_req_count,percent_overall_hr,percent_read_hr,percent_write_hr,mean,workload,rate,bits,seed
89.15293048283017,88.64793393148288,89.99595062571943,90.01938202127897,89.71796392032816,86.2673731177295,89.58090622115796,89.33487778416792,89.38237398214723,88.68115424249969,89.86103547552972,89.61197100302387,38.6721914106897,45.73505278908147,2.5224042248365244,77.14556674883353,w01,10,4,42
83.20705499546081,90.36917794517888,90.10656276494672,91.42473223176701,84.70381618361067,85.78009616660499,86.75673335380816,90.82483410898128,83.2216779268416,90.1675066890718,87.02371788036402,91.16329138729412,28.45525008166899,28.54888039985151,21.80034124327753,75.57024489058185,w02,10,4,42
77.40223313503273,88.80701563937481,89.99771687667442,90.3710977919757,70.51276747075703,88.31147787160008,77.40267356302839,89.13849418016092,77.4022079065418,88.79737311695074,77.40226615210841,88.93874171667991,54.19874973569887,63.31857128031373,26.522406046311787,76.56825283221396,w03,10,4,42
67.27271648642635,86.62132476489244,89.99538851309606,89.03466682365588,63.79115947737145,87.1458622576376,67.27278966389193,87.46187295084097,67.2727017345757,86.59539738335991,67.27271648642635,86.89465264992839,44.904823930143664,57.43801655163349,9.977476904975012,70.59677110525699,w04,10,4,42
70.59124002935005,89.29801400957851,89.99264907443848,90.0169327345321,78.41204790293064,86.76757646123495,71.82966368543295,89.576073999808,70.59085919737952,89.29801114298407,71.86526339224405,89.40522987537759,65.43152415416769,69.66757745422541,25.03881129426802,76.51876496053013,w05,10,4,42
89.37271043544966,90.83752235159213,89.95063465343858,90.59851459603016,89.86266629592848,89.76683017685316,89.37253654105129,91.35639408268317,89.37266132805615,90.79045978773678,89.37287329621986,91.39698113962146,67.23866341917353,72.8050023790436,34.00935191637884,83.74025349328379,w22,10,4,42
89.66635686761835,89.79638955304634,89.99438649617683,90.16240228182248,90.43992447728644,89.50549017834572,89.66635686761835,89.79638955304634,89.66635147207708,89.79638955304634,89.66635686761835,89.79638955304634,11.879615568644004,62.890068890955675,10.74648527829118,77.56462356390934,w30,10,4,42
52.289988463921176,75.83036897618416,89.9987292283961,89.95585971923008,62.68834132477817,75.81146054918325,52.29575655059122,76.1028405274658,52.274228449072005,75.65051366018618,52.29576634691495,75.98135493531785,81.28920489687201,81.98960520053353,70.3724429916555,70.98843078802015,w31,10,4,42
88.48657362540156,89.33763355818785,89.9515218213736,90.61412204408568,88.39536464799015,83.2964711161364,89.22492015566266,90.02234421772357,88.4896862194937,88.94221116723719,89.51321592602407,90.38946380833269,24.967313629674532,26.307553940047256,14.173736887562185,75.47414218432887,w32,10,4,42
86.06852167329168,91.06903269269901,89.63366517777116,91.83906963211848,88.66023784967095,91.76884276271424,86.06852167329168,91.06903269269901,86.06852167329168,91.06903269269901,86.06852167329168,91.06903269269901,5.939309570041568,35.599964691802946,5.5257184860161255,74.50113504227323,w33,10,4,42
