t1,t2,traceKey
900.0,675.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w96-10_4_42-1030.csv
9400.0,7050.0,mtcachedata/new-replay/traces/cp/w96.csv
900.0,900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w96-10_4_42-1030.csv
9400.0,9400.0,mtcachedata/new-replay/traces/cp/w96.csv
225.0,225.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
2249.0,2249.0,mtcachedata/new-replay/traces/cp/w96.csv
225.0,450.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
2249.0,4499.0,mtcachedata/new-replay/traces/cp/w96.csv
225.0,675.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
2249.0,6749.0,mtcachedata/new-replay/traces/cp/w96.csv
225.0,900.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
2249.0,8999.0,mtcachedata/new-replay/traces/cp/w96.csv
450.0,225.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
4499.0,2249.0,mtcachedata/new-replay/traces/cp/w96.csv
450.0,450.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
4499.0,4499.0,mtcachedata/new-replay/traces/cp/w96.csv
450.0,675.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
4499.0,6749.0,mtcachedata/new-replay/traces/cp/w96.csv
450.0,900.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
4499.0,8999.0,mtcachedata/new-replay/traces/cp/w96.csv
675.0,225.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
6749.0,2249.0,mtcachedata/new-replay/traces/cp/w96.csv
675.0,450.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
6749.0,4499.0,mtcachedata/new-replay/traces/cp/w96.csv
675.0,675.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
6749.0,6749.0,mtcachedata/new-replay/traces/cp/w96.csv
675.0,900.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
6749.0,8999.0,mtcachedata/new-replay/traces/cp/w96.csv
900.0,225.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
8999.0,2249.0,mtcachedata/new-replay/traces/cp/w96.csv
900.0,450.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
8999.0,4499.0,mtcachedata/new-replay/traces/cp/w96.csv
900.0,675.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
8999.0,6749.0,mtcachedata/new-replay/traces/cp/w96.csv
900.0,900.0,mtcachedata/new-replay/traces/cp-basic/w96-10_4_42.csv
8999.0,8999.0,mtcachedata/new-replay/traces/cp/w96.csv
150.0,225.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-3700.csv
2696.0,4044.0,mtcachedata/new-replay/traces/cp/w106.csv
150.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-3700.csv
2696.0,5392.0,mtcachedata/new-replay/traces/cp/w106.csv
225.0,225.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-3700.csv
4044.0,4044.0,mtcachedata/new-replay/traces/cp/w106.csv
225.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-3700.csv
4044.0,5392.0,mtcachedata/new-replay/traces/cp/w106.csv
300.0,225.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-3700.csv
5392.0,4044.0,mtcachedata/new-replay/traces/cp/w106.csv
300.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-3700.csv
5392.0,5392.0,mtcachedata/new-replay/traces/cp/w106.csv
200.0,200.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
2222.0,2222.0,mtcachedata/new-replay/traces/cp/w106.csv
200.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
2222.0,3333.0,mtcachedata/new-replay/traces/cp/w106.csv
200.0,400.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
2222.0,4444.0,mtcachedata/new-replay/traces/cp/w106.csv
300.0,200.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
3333.0,2222.0,mtcachedata/new-replay/traces/cp/w106.csv
300.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
3333.0,3333.0,mtcachedata/new-replay/traces/cp/w106.csv
300.0,400.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
3333.0,4444.0,mtcachedata/new-replay/traces/cp/w106.csv
400.0,200.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
4444.0,2222.0,mtcachedata/new-replay/traces/cp/w106.csv
400.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
4444.0,3333.0,mtcachedata/new-replay/traces/cp/w106.csv
400.0,400.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w106-10_4_42-1007.csv
4444.0,4444.0,mtcachedata/new-replay/traces/cp/w106.csv
950.0,950.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
11025.0,11025.0,mtcachedata/new-replay/traces/cp/w104.csv
950.0,1900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
11025.0,22050.0,mtcachedata/new-replay/traces/cp/w104.csv
950.0,2850.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
11025.0,33075.0,mtcachedata/new-replay/traces/cp/w104.csv
950.0,3800.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
11025.0,44100.0,mtcachedata/new-replay/traces/cp/w104.csv
1900.0,950.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
22050.0,11025.0,mtcachedata/new-replay/traces/cp/w104.csv
1900.0,1900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
22050.0,22050.0,mtcachedata/new-replay/traces/cp/w104.csv
1900.0,2850.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
22050.0,33075.0,mtcachedata/new-replay/traces/cp/w104.csv
1900.0,3800.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
22050.0,44100.0,mtcachedata/new-replay/traces/cp/w104.csv
2850.0,950.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
33075.0,11025.0,mtcachedata/new-replay/traces/cp/w104.csv
2850.0,1900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
33075.0,22050.0,mtcachedata/new-replay/traces/cp/w104.csv
2850.0,2850.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
33075.0,33075.0,mtcachedata/new-replay/traces/cp/w104.csv
2850.0,3800.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
33075.0,44100.0,mtcachedata/new-replay/traces/cp/w104.csv
3800.0,950.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
44100.0,11025.0,mtcachedata/new-replay/traces/cp/w104.csv
3800.0,1900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
44100.0,22050.0,mtcachedata/new-replay/traces/cp/w104.csv
3800.0,2850.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
44100.0,33075.0,mtcachedata/new-replay/traces/cp/w104.csv
3800.0,3800.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w104-10_4_42-10087.csv
44100.0,44100.0,mtcachedata/new-replay/traces/cp/w104.csv
150.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
1666.0,3333.0,mtcachedata/new-replay/traces/cp/w103.csv
150.0,450.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
1666.0,4999.0,mtcachedata/new-replay/traces/cp/w103.csv
150.0,600.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
1666.0,6666.0,mtcachedata/new-replay/traces/cp/w103.csv
300.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
3333.0,3333.0,mtcachedata/new-replay/traces/cp/w103.csv
300.0,450.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
3333.0,4999.0,mtcachedata/new-replay/traces/cp/w103.csv
300.0,600.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
3333.0,6666.0,mtcachedata/new-replay/traces/cp/w103.csv
450.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
4999.0,3333.0,mtcachedata/new-replay/traces/cp/w103.csv
450.0,450.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
4999.0,4999.0,mtcachedata/new-replay/traces/cp/w103.csv
450.0,600.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
4999.0,6666.0,mtcachedata/new-replay/traces/cp/w103.csv
600.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
6666.0,3333.0,mtcachedata/new-replay/traces/cp/w103.csv
600.0,450.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
6666.0,4999.0,mtcachedata/new-replay/traces/cp/w103.csv
600.0,600.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w103-10_4_42-1204.csv
6666.0,6666.0,mtcachedata/new-replay/traces/cp/w103.csv
200.0,200.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
2382.0,2382.0,mtcachedata/new-replay/traces/cp/w102.csv
200.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
2382.0,3574.0,mtcachedata/new-replay/traces/cp/w102.csv
200.0,400.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
2382.0,4765.0,mtcachedata/new-replay/traces/cp/w102.csv
300.0,200.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
3574.0,2382.0,mtcachedata/new-replay/traces/cp/w102.csv
300.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
3574.0,3574.0,mtcachedata/new-replay/traces/cp/w102.csv
300.0,400.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
3574.0,4765.0,mtcachedata/new-replay/traces/cp/w102.csv
400.0,200.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
4765.0,2382.0,mtcachedata/new-replay/traces/cp/w102.csv
400.0,300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
4765.0,3574.0,mtcachedata/new-replay/traces/cp/w102.csv
400.0,400.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w102-10_4_42-1237.csv
4765.0,4765.0,mtcachedata/new-replay/traces/cp/w102.csv
450.0,450.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
5400.0,5400.0,mtcachedata/new-replay/traces/cp/w101.csv
450.0,900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
5400.0,10801.0,mtcachedata/new-replay/traces/cp/w101.csv
450.0,1350.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
5400.0,16201.0,mtcachedata/new-replay/traces/cp/w101.csv
450.0,1800.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
5400.0,21602.0,mtcachedata/new-replay/traces/cp/w101.csv
900.0,450.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
10801.0,5400.0,mtcachedata/new-replay/traces/cp/w101.csv
900.0,900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
10801.0,10801.0,mtcachedata/new-replay/traces/cp/w101.csv
900.0,1350.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
10801.0,16201.0,mtcachedata/new-replay/traces/cp/w101.csv
900.0,1800.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
10801.0,21602.0,mtcachedata/new-replay/traces/cp/w101.csv
1350.0,450.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
16201.0,5400.0,mtcachedata/new-replay/traces/cp/w101.csv
1350.0,900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
16201.0,10801.0,mtcachedata/new-replay/traces/cp/w101.csv
1350.0,1350.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
16201.0,16201.0,mtcachedata/new-replay/traces/cp/w101.csv
1350.0,1800.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
16201.0,21602.0,mtcachedata/new-replay/traces/cp/w101.csv
1800.0,450.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
21602.0,5400.0,mtcachedata/new-replay/traces/cp/w101.csv
1800.0,900.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
21602.0,10801.0,mtcachedata/new-replay/traces/cp/w101.csv
1800.0,1350.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
21602.0,16201.0,mtcachedata/new-replay/traces/cp/w101.csv
1800.0,1800.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w101-10_4_42-5718.csv
21602.0,21602.0,mtcachedata/new-replay/traces/cp/w101.csv
325.0,325.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
3610.0,3610.0,mtcachedata/new-replay/traces/cp/w91.csv
325.0,650.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
3610.0,7221.0,mtcachedata/new-replay/traces/cp/w91.csv
325.0,975.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
3610.0,10831.0,mtcachedata/new-replay/traces/cp/w91.csv
325.0,1300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
3610.0,14442.0,mtcachedata/new-replay/traces/cp/w91.csv
650.0,325.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
7221.0,3610.0,mtcachedata/new-replay/traces/cp/w91.csv
650.0,650.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
7221.0,7221.0,mtcachedata/new-replay/traces/cp/w91.csv
650.0,975.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
7221.0,10831.0,mtcachedata/new-replay/traces/cp/w91.csv
650.0,1300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
7221.0,14442.0,mtcachedata/new-replay/traces/cp/w91.csv
975.0,325.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
10831.0,3610.0,mtcachedata/new-replay/traces/cp/w91.csv
975.0,650.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
10831.0,7221.0,mtcachedata/new-replay/traces/cp/w91.csv
975.0,975.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
10831.0,10831.0,mtcachedata/new-replay/traces/cp/w91.csv
975.0,1300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
10831.0,14442.0,mtcachedata/new-replay/traces/cp/w91.csv
1300.0,325.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
14442.0,3610.0,mtcachedata/new-replay/traces/cp/w91.csv
1300.0,650.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
14442.0,7221.0,mtcachedata/new-replay/traces/cp/w91.csv
1300.0,975.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
14442.0,10831.0,mtcachedata/new-replay/traces/cp/w91.csv
1300.0,1300.0,mtcachedata/new-replay/traces/cp-basic/mean_4-w91-10_4_42-2647.csv
14442.0,14442.0,mtcachedata/new-replay/traces/cp/w91.csv
