mean,rate,bits,seed,it,workload,cur_mean_read_size,cur_mean_write_size,cur_mean_read_iat,cur_mean_write_iat,misalignment_per_read,misalignment_per_write,write_ratio,mean_o_delta,p90_o_delta,p99_o_delta,mean_o_per,p90_o_per,p99_o_per,mean_r_delta,p90_r_delta,p99_r_delta,mean_r_per,p90_r_per,p99_r_per,mean_w_delta,p90_w_delta,p99_w_delta,mean_w_per,p90_w_per,p99_w_per
8.134901081738551,10,4,42,2583,w105,28.08785282335252,-2.223194021923751,14.696002868401099,3.342268692792132,23.782088915557097,6.0668191679787125,15.716622210368321,-0.047793540876985736,-0.1636362421825629,-0.20853128015758127,-15.275080909116078,-20.43389053276821,-56.463111483862164,-0.048234781462157234,-0.1809962065688879,-0.21270629841980715,-17.8263789949131,-25.07129303854683,-72.9678672117502,0.0015955765669155887,0.00018972549608159937,0.0012905238103782003,1.5720280740339234,1.2099139359733826,0.3586157298803556
8.84945872050669,10,4,42,2147,w77,22.00637145755437,29.833193098901813,8.602718691207604,4.8830399974864624,18.7290701752716,8.182889551797501,-6.1073802538045765,-0.020890686119808266,-0.02700267465635936,-0.03314855988874521,-2.1208876499305873,-2.736391232427465,-3.4685489094679554,0.00269045294906034,-0.0030224710095900775,-0.01356383007450962,0.4120670572724876,-0.4683279427781315,-2.2750101109043612,-0.023581139068868592,-0.023981626683780108,-0.019446950924800255,-6.896841291127053,-7.013127576996542,-5.729967694739585
2.0121541827888265,10,4,42,384,w80,15.560125379544704,17.023086400378617,11.447152428475079,-34.22197838414882,2.059571830149329,1.035618888644506,5.05625384730599,-0.015426278173959695,-0.02386634868230575,-0.012457904073454151,-1.5589702829085859,-2.4967698049774754,-1.3216530403838647,-0.025714811373429153,-0.027781784169422286,-0.01801530728392242,-3.620717339772458,-4.0411003574264655,-2.6802384742281475,0.010617780163451357,0.003915435487116425,0.005557403210468381,3.770274594522487,1.3903432372040854,1.9733970009931596
3.9210213480388987,10,4,42,4289,w87,8.760043411697879,19.500438662929373,2.344352052957227,-8.228548226769917,8.93666886811226,6.372382099574444,-1.9551423743802312,-0.003528716271713639,-0.004876198825157996,-0.0050940679219463325,-0.36022093751952866,-0.49564272957728406,-0.5285168598052437,0.004619577091676208,0.006556626912255614,0.003365151419825352,1.0526654992624636,1.4961731804145728,0.7666463298897668,-0.008148293363390097,-0.0114284580478341,-0.008459333500976995,-1.4936678610334084,-2.095510053350381,-1.553837198157126
5.275497468078223,10,4,42,1347,w70,20.381562799383904,18.667947478385507,5.534933015363021,-5.810061230178689,3.728533940069719,10.721185884181525,0.5989702308182704,-0.0026413086506164307,-0.004354338723410317,-0.006644280402900771,-0.2684730494160412,-0.4418960288281344,-0.7176074032511366,-0.011857976171550256,-0.01274005786748137,-0.0025861321596955533,-7.451703913563652,-8.04084573769078,-1.781906066874484,0.009216667520933836,0.008385685071169949,-0.004058198717124206,1.108109008244389,1.0087277053154349,-0.5216805819417658
5.295195454698531,10,4,42,1914,w70,20.381681185283906,18.668034279585505,5.53431751186302,-5.8097995744786886,3.722283875469719,10.804729784081525,0.5896965090182703,-0.001983840964168773,-0.006027976552036962,-0.00839960461448308,-0.20321448140217235,-0.611984440484374,-0.8976739536846026,-0.011785492799989496,-0.012886420731687519,-0.0028139002632863452,-7.412160180391876,-8.146228254058087,-1.9467258596204857,0.009801651835820727,0.0068587995113330025,-0.005585704351196985,1.1779757018553765,0.8247308107050504,-0.7043704109285329
5.985942104162389,10,4,42,3710,w102,17.993501154005735,12.67806956795474,10.504936408381791,-8.689721193392637,15.670250756173187,8.112386223600668,0.2989168581971165,-0.05546449096761145,-0.07015636495878264,-0.046174506881734655,-6.458210313110649,-8.198375436844074,-0.7543058904156776,0.004162076218656819,-0.0019524861193396994,-0.006653984654588789,3.039562631260213,-1.2590865773507893,-5.8717470785331685,-0.043025683029330776,-0.052615608522609214,-0.04132781902752372,-5.734423468719318,-7.136644283529687,-1.7111056282440256
5.869798979685477,10,4,42,285,w102,17.993302839105738,12.641652844854741,10.327814576881792,-8.697985002992638,15.506320499273189,5.900374139500666,0.4566272162971165,-0.0031515459240144504,-0.006358230301151409,-0.0017272464407965885,-0.3823882126252482,-0.7459803204846962,-1.281876077258337,-0.0010246803520292686,-0.0023800330228066005,-0.0023908005397613,-0.7140948682698021,0.1797974780809497,0.8874782820153513,-0.004294350920270773,-0.0054872784813832995,-0.003377665517768868,-0.5858214274815019,-0.7393488802191905,-1.8747291967353554
5.9427298418213335,10,4,42,825,w102,17.992064313905736,12.64161644125474,10.327814576881792,-8.697266978892637,15.506320499273189,6.047892356900666,0.4468313738971165,-0.007926500281183366,-0.01200121202269604,0.0012280298569427098,-0.9146252358528748,-1.446741355869284,-0.5995572817518724,0.00015717851270690385,-0.0015874955871691705,-0.0016237069820474008,0.26919311945645585,0.7930727483424711,1.6268946292502253,-0.007910080794534665,-0.010094730412267012,-0.0006652542691342779,-1.049897126285055,-1.3418399911497745,-1.212612333294027
5.916480302618461,10,4,42,725,w102,17.993302839105738,12.64169202895474,10.327814576881792,-8.698037887492637,15.506320499273189,6.0145896379006665,0.4488716668971165,-0.006849771296160557,-0.01072353326376221,0.00033352288079904757,-0.7949613753470477,-1.2495092289881455,-0.8253843260449649,-0.0001974936124684197,-0.0018533469175687194,-0.0018887391021318,-0.03013677137825077,0.5830929761243482,1.3783233511271913,-0.007177628423470075,-0.0092319505710498,-0.0014807826994840192,-0.9560938665762007,-1.2117557351900814,-1.4476082264822434
